       x:             u(x):          v(x):  
     0.14050000     0.61413932     0.61413927
     0.14060000     0.61428457     0.61428452
     0.14070000     0.61442958     0.61442952
     0.14080000     0.61457433     0.61457428
     0.14090000     0.61471885     0.61471880
     0.14100000     0.61486312     0.61486307
     0.14110000     0.61500714     0.61500709
     0.14120000     0.61515093     0.61515087
     0.14130000     0.61529446     0.61529441
     0.14140000     0.61543776     0.61543771
     0.14150000     0.61558081     0.61558076
     0.14160000     0.61572362     0.61572357
     0.14170000     0.61586619     0.61586613
     0.14180000     0.61600851     0.61600846
     0.14190000     0.61615059     0.61615054
     0.14200000     0.61629243     0.61629238
     0.14210000     0.61643403     0.61643398
     0.14220000     0.61657538     0.61657533
     0.14230000     0.61671650     0.61671645
     0.14240000     0.61685737     0.61685732
     0.14250000     0.61699801     0.61699795
     0.14260000     0.61713840     0.61713835
     0.14270000     0.61727855     0.61727850
     0.14280000     0.61741846     0.61741841
     0.14290000     0.61755814     0.61755809
     0.14300000     0.61769757     0.61769752
     0.14310000     0.61783676     0.61783671
     0.14320000     0.61797572     0.61797567
     0.14330000     0.61811443     0.61811438
     0.14340000     0.61825291     0.61825286
     0.14350000     0.61839115     0.61839110
     0.14360000     0.61852915     0.61852910
     0.14370000     0.61866691     0.61866686
     0.14380000     0.61880444     0.61880439
     0.14390000     0.61894173     0.61894168
     0.14400000     0.61907878     0.61907873
     0.14410000     0.61921559     0.61921554
     0.14420000     0.61935217     0.61935212
     0.14430000     0.61948851     0.61948846
     0.14440000     0.61962462     0.61962456
     0.14450000     0.61976048     0.61976043
     0.14460000     0.61989612     0.61989606
     0.14470000     0.62003151     0.62003146
     0.14480000     0.62016668     0.62016662
     0.14490000     0.62030160     0.62030155
     0.14500000     0.62043629     0.62043624
     0.14510000     0.62057075     0.62057070
     0.14520000     0.62070498     0.62070492
     0.14530000     0.62083896     0.62083891
     0.14540000     0.62097272     0.62097267
     0.14550000     0.62110624     0.62110619
     0.14560000     0.62123953     0.62123948
     0.14570000     0.62137259     0.62137253
     0.14580000     0.62150541     0.62150536
     0.14590000     0.62163800     0.62163794
     0.14600000     0.62177035     0.62177030
     0.14610000     0.62190248     0.62190243
     0.14620000     0.62203437     0.62203432
     0.14630000     0.62216603     0.62216598
     0.14640000     0.62229746     0.62229741
     0.14650000     0.62242866     0.62242861
     0.14660000     0.62255963     0.62255957
     0.14670000     0.62269036     0.62269031
     0.14680000     0.62282087     0.62282082
     0.14690000     0.62295114     0.62295109
     0.14700000     0.62308119     0.62308114
     0.14710000     0.62321100     0.62321095
     0.14720000     0.62334059     0.62334054
     0.14730000     0.62346995     0.62346989
     0.14740000     0.62359907     0.62359902
     0.14750000     0.62372797     0.62372792
     0.14760000     0.62385664     0.62385659
     0.14770000     0.62398508     0.62398503
     0.14780000     0.62411329     0.62411324
     0.14790000     0.62424127     0.62424122
     0.14800000     0.62436903     0.62436898
     0.14810000     0.62449656     0.62449651
     0.14820000     0.62462386     0.62462381
     0.14830000     0.62475093     0.62475088
     0.14840000     0.62487778     0.62487773
     0.14850000     0.62500440     0.62500435
     0.14860000     0.62513079     0.62513074
     0.14870000     0.62525696     0.62525691
     0.14880000     0.62538290     0.62538285
     0.14890000     0.62550862     0.62550857
     0.14900000     0.62563411     0.62563406
     0.14910000     0.62575937     0.62575932
     0.14920000     0.62588441     0.62588436
     0.14930000     0.62600923     0.62600918
     0.14940000     0.62613382     0.62613377
     0.14950000     0.62625818     0.62625813
     0.14960000     0.62638232     0.62638227
     0.14970000     0.62650624     0.62650619
     0.14980000     0.62662993     0.62662988
     0.14990000     0.62675340     0.62675335
     0.15000000     0.62687665     0.62687660
     0.15010000     0.62699967     0.62699962
     0.15020000     0.62712247     0.62712242
     0.15030000     0.62724505     0.62724500
     0.15040000     0.62736741     0.62736735
     0.15050000     0.62748954     0.62748949
     0.15060000     0.62761145     0.62761140
     0.15070000     0.62773314     0.62773309
     0.15080000     0.62785461     0.62785455
     0.15090000     0.62797585     0.62797580
     0.15100000     0.62809688     0.62809683
     0.15110000     0.62821768     0.62821763
     0.15120000     0.62833826     0.62833821
     0.15130000     0.62845863     0.62845858
     0.15140000     0.62857877     0.62857872
     0.15150000     0.62869869     0.62869864
     0.15160000     0.62881840     0.62881834
     0.15170000     0.62893788     0.62893783
     0.15180000     0.62905714     0.62905709
     0.15190000     0.62917619     0.62917614
     0.15200000     0.62929501     0.62929496
     0.15210000     0.62941362     0.62941357
     0.15220000     0.62953201     0.62953196
     0.15230000     0.62965018     0.62965013
     0.15240000     0.62976813     0.62976808
     0.15250000     0.62988587     0.62988581
     0.15260000     0.63000338     0.63000333
     0.15270000     0.63012068     0.63012063
     0.15280000     0.63023777     0.63023771
     0.15290000     0.63035463     0.63035458
     0.15300000     0.63047128     0.63047123
     0.15310000     0.63058771     0.63058766
     0.15320000     0.63070393     0.63070387
     0.15330000     0.63081993     0.63081987
     0.15340000     0.63093571     0.63093566
     0.15350000     0.63105128     0.63105123
     0.15360000     0.63116663     0.63116658
     0.15370000     0.63128177     0.63128171
     0.15380000     0.63139669     0.63139664
     0.15390000     0.63151140     0.63151134
     0.15400000     0.63162589     0.63162584
     0.15410000     0.63174017     0.63174012
     0.15420000     0.63185423     0.63185418
     0.15430000     0.63196808     0.63196803
     0.15440000     0.63208172     0.63208167
     0.15450000     0.63219514     0.63219509
     0.15460000     0.63230835     0.63230830
     0.15470000     0.63242135     0.63242130
     0.15480000     0.63253413     0.63253408
     0.15490000     0.63264670     0.63264665
     0.15500000     0.63275906     0.63275901
     0.15510000     0.63287121     0.63287116
     0.15520000     0.63298314     0.63298309
     0.15530000     0.63309487     0.63309481
     0.15540000     0.63320638     0.63320632
     0.15550000     0.63331768     0.63331762
     0.15560000     0.63342877     0.63342871
     0.15570000     0.63353964     0.63353959
     0.15580000     0.63365031     0.63365026
     0.15590000     0.63376077     0.63376071
     0.15600000     0.63387101     0.63387096
     0.15610000     0.63398105     0.63398099
     0.15620000     0.63409087     0.63409082
     0.15630000     0.63420049     0.63420044
     0.15640000     0.63430989     0.63430984
     0.15650000     0.63441909     0.63441904
     0.15660000     0.63452808     0.63452803
     0.15670000     0.63463686     0.63463681
     0.15680000     0.63474543     0.63474538
     0.15690000     0.63485379     0.63485374
     0.15700000     0.63496195     0.63496189
     0.15710000     0.63506989     0.63506984
     0.15720000     0.63517763     0.63517758
     0.15730000     0.63528516     0.63528511
     0.15740000     0.63539248     0.63539243
     0.15750000     0.63549960     0.63549954
     0.15760000     0.63560651     0.63560645
     0.15770000     0.63571321     0.63571316
     0.15780000     0.63581970     0.63581965
     0.15790000     0.63592599     0.63592594
     0.15800000     0.63603207     0.63603202
     0.15810000     0.63613795     0.63613790
     0.15820000     0.63624362     0.63624357
     0.15830000     0.63634909     0.63634903
     0.15840000     0.63645435     0.63645429
     0.15850000     0.63655940     0.63655935
     0.15860000     0.63666425     0.63666420
     0.15870000     0.63676890     0.63676884
     0.15880000     0.63687334     0.63687329
     0.15890000     0.63697757     0.63697752
     0.15900000     0.63708161     0.63708155
     0.15910000     0.63718544     0.63718538
     0.15920000     0.63728906     0.63728901
     0.15930000     0.63739248     0.63739243
     0.15940000     0.63749570     0.63749565
     0.15950000     0.63759871     0.63759866
     0.15960000     0.63770152     0.63770147
     0.15970000     0.63780413     0.63780408
     0.15980000     0.63790654     0.63790649
     0.15990000     0.63800874     0.63800869
     0.16000000     0.63811075     0.63811069
     0.16010000     0.63821255     0.63821249
     0.16020000     0.63831414     0.63831409
     0.16030000     0.63841554     0.63841549
     0.16040000     0.63851674     0.63851668
     0.16050000     0.63861773     0.63861768
     0.16060000     0.63871853     0.63871847
     0.16070000     0.63881912     0.63881907
     0.16080000     0.63891951     0.63891946
     0.16090000     0.63901970     0.63901965
     0.16100000     0.63911970     0.63911964
     0.16110000     0.63921949     0.63921943
     0.16120000     0.63931908     0.63931903
     0.16130000     0.63941847     0.63941842
     0.16140000     0.63951767     0.63951761
     0.16150000     0.63961666     0.63961661
     0.16160000     0.63971546     0.63971540
     0.16170000     0.63981405     0.63981400
     0.16180000     0.63991245     0.63991240
     0.16190000     0.64001065     0.64001060
     0.16200000     0.64010866     0.64010860
     0.16210000     0.64020646     0.64020641
     0.16220000     0.64030407     0.64030401
     0.16230000     0.64040148     0.64040142
     0.16240000     0.64049869     0.64049863
     0.16250000     0.64059570     0.64059565
     0.16260000     0.64069252     0.64069247
     0.16270000     0.64078914     0.64078909
     0.16280000     0.64088557     0.64088551
     0.16290000     0.64098179     0.64098174
     0.16300000     0.64107783     0.64107777
     0.16310000     0.64117366     0.64117361
     0.16320000     0.64126930     0.64126925
     0.16330000     0.64136475     0.64136469
     0.16340000     0.64146000     0.64145994
     0.16350000     0.64155505     0.64155500
     0.16360000     0.64164991     0.64164986
     0.16370000     0.64174458     0.64174452
     0.16380000     0.64183905     0.64183899
     0.16390000     0.64193332     0.64193327
     0.16400000     0.64202740     0.64202735
     0.16410000     0.64212129     0.64212124
     0.16420000     0.64221498     0.64221493
     0.16430000     0.64230849     0.64230843
     0.16440000     0.64240179     0.64240174
     0.16450000     0.64249491     0.64249485
     0.16460000     0.64258783     0.64258777
     0.16470000     0.64268055     0.64268050
     0.16480000     0.64277309     0.64277304
     0.16490000     0.64286543     0.64286538
     0.16500000     0.64295758     0.64295753
     0.16510000     0.64304954     0.64304949
     0.16520000     0.64314131     0.64314125
     0.16530000     0.64323288     0.64323283
     0.16540000     0.64332427     0.64332421
     0.16550000     0.64341546     0.64341540
     0.16560000     0.64350646     0.64350641
     0.16570000     0.64359727     0.64359722
     0.16580000     0.64368789     0.64368784
     0.16590000     0.64377832     0.64377826
     0.16600000     0.64386856     0.64386850
     0.16610000     0.64395860     0.64395855
     0.16620000     0.64404846     0.64404841
     0.16630000     0.64413813     0.64413808
     0.16640000     0.64422761     0.64422756
     0.16650000     0.64431690     0.64431685
     0.16660000     0.64440600     0.64440595
     0.16670000     0.64449491     0.64449486
     0.16680000     0.64458364     0.64458358
     0.16690000     0.64467217     0.64467212
     0.16700000     0.64476052     0.64476046
     0.16710000     0.64484867     0.64484862
     0.16720000     0.64493664     0.64493659
     0.16730000     0.64502442     0.64502437
     0.16740000     0.64511202     0.64511196
     0.16750000     0.64519943     0.64519937
     0.16760000     0.64528664     0.64528659
     0.16770000     0.64537368     0.64537362
     0.16780000     0.64546052     0.64546047
     0.16790000     0.64554718     0.64554713
     0.16800000     0.64563365     0.64563360
     0.16810000     0.64571994     0.64571988
     0.16820000     0.64580604     0.64580598
     0.16830000     0.64589195     0.64589190
     0.16840000     0.64597768     0.64597762
     0.16850000     0.64606322     0.64606316
     0.16860000     0.64614857     0.64614852
     0.16870000     0.64623375     0.64623369
     0.16880000     0.64631873     0.64631868
     0.16890000     0.64640353     0.64640348
     0.16900000     0.64648815     0.64648809
     0.16910000     0.64657258     0.64657253
     0.16920000     0.64665683     0.64665677
     0.16930000     0.64674089     0.64674084
     0.16940000     0.64682477     0.64682472
     0.16950000     0.64690847     0.64690841
     0.16960000     0.64699198     0.64699192
     0.16970000     0.64707531     0.64707525
     0.16980000     0.64715845     0.64715840
     0.16990000     0.64724141     0.64724136
     0.17000000     0.64732419     0.64732414
     0.17010000     0.64740679     0.64740674
     0.17020000     0.64748920     0.64748915
     0.17030000     0.64757144     0.64757138
     0.17040000     0.64765349     0.64765343
     0.17050000     0.64773535     0.64773530
     0.17060000     0.64781704     0.64781699
     0.17070000     0.64789855     0.64789849
     0.17080000     0.64797987     0.64797981
     0.17090000     0.64806101     0.64806096
     0.17100000     0.64814197     0.64814192
     0.17110000     0.64822275     0.64822270
     0.17120000     0.64830335     0.64830330
     0.17130000     0.64838377     0.64838371
     0.17140000     0.64846401     0.64846395
     0.17150000     0.64854407     0.64854401
     0.17160000     0.64862394     0.64862389
     0.17170000     0.64870364     0.64870359
     0.17180000     0.64878316     0.64878311
     0.17190000     0.64886250     0.64886245
     0.17200000     0.64894166     0.64894161
     0.17210000     0.64902064     0.64902059
     0.17220000     0.64909944     0.64909939
     0.17230000     0.64917807     0.64917801
     0.17240000     0.64925651     0.64925646
     0.17250000     0.64933478     0.64933473
     0.17260000     0.64941287     0.64941281
     0.17270000     0.64949078     0.64949072
     0.17280000     0.64956851     0.64956846
     0.17290000     0.64964607     0.64964601
     0.17300000     0.64972344     0.64972339
     0.17310000     0.64980064     0.64980059
     0.17320000     0.64987767     0.64987761
     0.17330000     0.64995451     0.64995446
     0.17340000     0.65003118     0.65003113
     0.17350000     0.65010768     0.65010762
     0.17360000     0.65018399     0.65018394
     0.17370000     0.65026013     0.65026008
     0.17380000     0.65033610     0.65033604
     0.17390000     0.65041189     0.65041183
     0.17400000     0.65048750     0.65048744
     0.17410000     0.65056294     0.65056288
     0.17420000     0.65063820     0.65063814
     0.17430000     0.65071328     0.65071323
     0.17440000     0.65078820     0.65078814
     0.17450000     0.65086293     0.65086288
     0.17460000     0.65093750     0.65093744
     0.17470000     0.65101188     0.65101183
     0.17480000     0.65108610     0.65108604
     0.17490000     0.65116014     0.65116008
     0.17500000     0.65123400     0.65123395
     0.17510000     0.65130769     0.65130764
     0.17520000     0.65138121     0.65138116
     0.17530000     0.65145456     0.65145450
     0.17540000     0.65152773     0.65152767
     0.17550000     0.65160073     0.65160067
     0.17560000     0.65167355     0.65167350
     0.17570000     0.65174620     0.65174615
     0.17580000     0.65181868     0.65181863
     0.17590000     0.65189099     0.65189094
     0.17600000     0.65196313     0.65196307
     0.17610000     0.65203509     0.65203504
     0.17620000     0.65210688     0.65210683
     0.17630000     0.65217850     0.65217845
     0.17640000     0.65224995     0.65224990
     0.17650000     0.65232123     0.65232117
     0.17660000     0.65239233     0.65239228
     0.17670000     0.65246327     0.65246321
     0.17680000     0.65253403     0.65253398
     0.17690000     0.65260462     0.65260457
     0.17700000     0.65267505     0.65267499
     0.17710000     0.65274530     0.65274524
     0.17720000     0.65281538     0.65281533
     0.17730000     0.65288529     0.65288524
     0.17740000     0.65295504     0.65295498
     0.17750000     0.65302461     0.65302455
     0.17760000     0.65309401     0.65309396
     0.17770000     0.65316325     0.65316319
     0.17780000     0.65323231     0.65323226
     0.17790000     0.65330121     0.65330115
     0.17800000     0.65336993     0.65336988
     0.17810000     0.65343849     0.65343844
     0.17820000     0.65350688     0.65350683
     0.17830000     0.65357510     0.65357505
     0.17840000     0.65364316     0.65364310
     0.17850000     0.65371104     0.65371099
     0.17860000     0.65377876     0.65377871
     0.17870000     0.65384631     0.65384626
     0.17880000     0.65391369     0.65391364
     0.17890000     0.65398091     0.65398085
     0.17900000     0.65404796     0.65404790
     0.17910000     0.65411484     0.65411478
     0.17920000     0.65418155     0.65418150
     0.17930000     0.65424810     0.65424805
     0.17940000     0.65431448     0.65431443
     0.17950000     0.65438070     0.65438064
     0.17960000     0.65444675     0.65444669
     0.17970000     0.65451263     0.65451257
     0.17980000     0.65457835     0.65457829
     0.17990000     0.65464390     0.65464384
     0.18000000     0.65470928     0.65470923
     0.18010000     0.65477450     0.65477445
     0.18020000     0.65483956     0.65483951
     0.18030000     0.65490445     0.65490440
     0.18040000     0.65496918     0.65496912
     0.18050000     0.65503374     0.65503368
     0.18060000     0.65509813     0.65509808
     0.18070000     0.65516237     0.65516231
     0.18080000     0.65522644     0.65522638
     0.18090000     0.65529034     0.65529029
     0.18100000     0.65535408     0.65535403
     0.18110000     0.65541766     0.65541760
     0.18120000     0.65548107     0.65548102
     0.18130000     0.65554432     0.65554427
     0.18140000     0.65560741     0.65560735
     0.18150000     0.65567033     0.65567028
     0.18160000     0.65573309     0.65573304
     0.18170000     0.65579569     0.65579564
     0.18180000     0.65585813     0.65585807
     0.18190000     0.65592040     0.65592035
     0.18200000     0.65598251     0.65598246
     0.18210000     0.65604446     0.65604441
     0.18220000     0.65610625     0.65610619
     0.18230000     0.65616787     0.65616782
     0.18240000     0.65622934     0.65622928
     0.18250000     0.65629064     0.65629059
     0.18260000     0.65635178     0.65635173
     0.18270000     0.65641276     0.65641271
     0.18280000     0.65647358     0.65647353
     0.18290000     0.65653424     0.65653419
     0.18300000     0.65659474     0.65659469
     0.18310000     0.65665508     0.65665502
     0.18320000     0.65671526     0.65671520
     0.18330000     0.65677527     0.65677522
     0.18340000     0.65683513     0.65683508
     0.18350000     0.65689483     0.65689477
     0.18360000     0.65695437     0.65695431
     0.18370000     0.65701375     0.65701369
     0.18380000     0.65707297     0.65707291
     0.18390000     0.65713203     0.65713197
     0.18400000     0.65719093     0.65719087
     0.18410000     0.65724967     0.65724962
     0.18420000     0.65730825     0.65730820
     0.18430000     0.65736668     0.65736662
     0.18440000     0.65742495     0.65742489
     0.18450000     0.65748306     0.65748300
     0.18460000     0.65754101     0.65754095
     0.18470000     0.65759880     0.65759874
     0.18480000     0.65765643     0.65765638
     0.18490000     0.65771391     0.65771386
     0.18500000     0.65777123     0.65777118
     0.18510000     0.65782840     0.65782834
     0.18520000     0.65788540     0.65788535
     0.18530000     0.65794225     0.65794220
     0.18540000     0.65799894     0.65799889
     0.18550000     0.65805548     0.65805542
     0.18560000     0.65811186     0.65811180
     0.18570000     0.65816808     0.65816803
     0.18580000     0.65822415     0.65822409
     0.18590000     0.65828006     0.65828000
     0.18600000     0.65833581     0.65833576
     0.18610000     0.65839141     0.65839136
     0.18620000     0.65844686     0.65844680
     0.18630000     0.65850215     0.65850209
     0.18640000     0.65855728     0.65855722
     0.18650000     0.65861226     0.65861220
     0.18660000     0.65866708     0.65866703
     0.18670000     0.65872175     0.65872169
     0.18680000     0.65877626     0.65877621
     0.18690000     0.65883062     0.65883057
     0.18700000     0.65888483     0.65888477
     0.18710000     0.65893888     0.65893882
     0.18720000     0.65899278     0.65899272
     0.18730000     0.65904652     0.65904646
     0.18740000     0.65910011     0.65910005
     0.18750000     0.65915355     0.65915349
     0.18760000     0.65920683     0.65920677
     0.18770000     0.65925996     0.65925990
     0.18780000     0.65931293     0.65931288
     0.18790000     0.65936576     0.65936570
     0.18800000     0.65941843     0.65941837
     0.18810000     0.65947095     0.65947089
     0.18820000     0.65952331     0.65952326
     0.18830000     0.65957553     0.65957547
     0.18840000     0.65962759     0.65962753
     0.18850000     0.65967950     0.65967944
     0.18860000     0.65973126     0.65973120
     0.18870000     0.65978286     0.65978281
     0.18880000     0.65983432     0.65983426
     0.18890000     0.65988562     0.65988556
     0.18900000     0.65993677     0.65993672
     0.18910000     0.65998777     0.65998772
     0.18920000     0.66003862     0.66003857
     0.18930000     0.66008932     0.66008927
     0.18940000     0.66013987     0.66013982
     0.18950000     0.66019027     0.66019021
     0.18960000     0.66024052     0.66024046
     0.18970000     0.66029061     0.66029056
     0.18980000     0.66034056     0.66034051
     0.18990000     0.66039036     0.66039030
     0.19000000     0.66044001     0.66043995
     0.19010000     0.66048951     0.66048945
     0.19020000     0.66053885     0.66053880
     0.19030000     0.66058805     0.66058800
     0.19040000     0.66063710     0.66063705
     0.19050000     0.66068601     0.66068595
     0.19060000     0.66073476     0.66073470
     0.19070000     0.66078336     0.66078331
     0.19080000     0.66083182     0.66083176
     0.19090000     0.66088013     0.66088007
     0.19100000     0.66092828     0.66092823
     0.19110000     0.66097630     0.66097624
     0.19120000     0.66102416     0.66102410
     0.19130000     0.66107187     0.66107182
     0.19140000     0.66111944     0.66111939
     0.19150000     0.66116686     0.66116681
     0.19160000     0.66121413     0.66121408
     0.19170000     0.66126126     0.66126120
     0.19180000     0.66130824     0.66130818
     0.19190000     0.66135507     0.66135501
     0.19200000     0.66140175     0.66140170
     0.19210000     0.66144829     0.66144824
     0.19220000     0.66149468     0.66149463
     0.19230000     0.66154093     0.66154087
     0.19240000     0.66158703     0.66158697
     0.19250000     0.66163298     0.66163293
     0.19260000     0.66167879     0.66167873
     0.19270000     0.66172445     0.66172440
     0.19280000     0.66176997     0.66176991
     0.19290000     0.66181534     0.66181528
     0.19300000     0.66186056     0.66186051
     0.19310000     0.66190564     0.66190559
     0.19320000     0.66195058     0.66195052
     0.19330000     0.66199537     0.66199531
     0.19340000     0.66204002     0.66203996
     0.19350000     0.66208452     0.66208446
     0.19360000     0.66212887     0.66212882
     0.19370000     0.66217309     0.66217303
     0.19380000     0.66221715     0.66221710
     0.19390000     0.66226108     0.66226102
     0.19400000     0.66230486     0.66230480
     0.19410000     0.66234849     0.66234844
     0.19420000     0.66239199     0.66239193
     0.19430000     0.66243534     0.66243528
     0.19440000     0.66247854     0.66247849
     0.19450000     0.66252161     0.66252155
     0.19460000     0.66256453     0.66256447
     0.19470000     0.66260730     0.66260725
     0.19480000     0.66264994     0.66264988
     0.19490000     0.66269243     0.66269238
     0.19500000     0.66273478     0.66273473
     0.19510000     0.66277699     0.66277693
     0.19520000     0.66281905     0.66281900
     0.19530000     0.66286098     0.66286092
     0.19540000     0.66290276     0.66290270
     0.19550000     0.66294440     0.66294434
     0.19560000     0.66298590     0.66298584
     0.19570000     0.66302725     0.66302720
     0.19580000     0.66306847     0.66306841
     0.19590000     0.66310954     0.66310949
     0.19600000     0.66315048     0.66315042
     0.19610000     0.66319127     0.66319121
     0.19620000     0.66323192     0.66323187
     0.19630000     0.66327243     0.66327238
     0.19640000     0.66331280     0.66331275
     0.19650000     0.66335303     0.66335298
     0.19660000     0.66339312     0.66339307
     0.19670000     0.66343308     0.66343302
     0.19680000     0.66347289     0.66347283
     0.19690000     0.66351256     0.66351250
     0.19700000     0.66355209     0.66355203
     0.19710000     0.66359148     0.66359142
     0.19720000     0.66363073     0.66363068
     0.19730000     0.66366984     0.66366979
     0.19740000     0.66370882     0.66370876
     0.19750000     0.66374765     0.66374760
     0.19760000     0.66378635     0.66378630
     0.19770000     0.66382491     0.66382485
     0.19780000     0.66386333     0.66386327
     0.19790000     0.66390161     0.66390155
     0.19800000     0.66393975     0.66393970
     0.19810000     0.66397776     0.66397770
     0.19820000     0.66401562     0.66401557
     0.19830000     0.66405335     0.66405330
     0.19840000     0.66409094     0.66409089
     0.19850000     0.66412840     0.66412834
     0.19860000     0.66416571     0.66416566
     0.19870000     0.66420289     0.66420284
     0.19880000     0.66423994     0.66423988
     0.19890000     0.66427684     0.66427679
     0.19900000     0.66431361     0.66431355
     0.19910000     0.66435024     0.66435019
     0.19920000     0.66438674     0.66438668
     0.19930000     0.66442309     0.66442304
     0.19940000     0.66445932     0.66445926
     0.19950000     0.66449540     0.66449535
     0.19960000     0.66453135     0.66453130
     0.19970000     0.66456717     0.66456711
     0.19980000     0.66460285     0.66460279
     0.19990000     0.66463839     0.66463833
     0.20000000     0.66467380     0.66467374
     0.20010000     0.66470907     0.66470901
     0.20020000     0.66474421     0.66474415
     0.20030000     0.66477921     0.66477915
     0.20040000     0.66481407     0.66481402
     0.20050000     0.66484881     0.66484875
     0.20060000     0.66488340     0.66488335
     0.20070000     0.66491787     0.66491781
     0.20080000     0.66495220     0.66495214
     0.20090000     0.66498639     0.66498634
     0.20100000     0.66502045     0.66502040
     0.20110000     0.66505438     0.66505432
     0.20120000     0.66508817     0.66508811
     0.20130000     0.66512183     0.66512177
     0.20140000     0.66515535     0.66515530
     0.20150000     0.66518874     0.66518869
     0.20160000     0.66522200     0.66522195
     0.20170000     0.66525513     0.66525507
     0.20180000     0.66528812     0.66528806
     0.20190000     0.66532098     0.66532092
     0.20200000     0.66535371     0.66535365
     0.20210000     0.66538630     0.66538624
     0.20220000     0.66541876     0.66541871
     0.20230000     0.66545109     0.66545103
     0.20240000     0.66548329     0.66548323
     0.20250000     0.66551535     0.66551529
     0.20260000     0.66554728     0.66554723
     0.20270000     0.66557908     0.66557903
     0.20280000     0.66561075     0.66561070
     0.20290000     0.66564229     0.66564223
     0.20300000     0.66567370     0.66567364
     0.20310000     0.66570497     0.66570491
     0.20320000     0.66573611     0.66573606
     0.20330000     0.66576712     0.66576707
     0.20340000     0.66579801     0.66579795
     0.20350000     0.66582876     0.66582870
     0.20360000     0.66585938     0.66585932
     0.20370000     0.66588987     0.66588981
     0.20380000     0.66592022     0.66592017
     0.20390000     0.66595045     0.66595040
     0.20400000     0.66598055     0.66598050
     0.20410000     0.66601052     0.66601046
     0.20420000     0.66604036     0.66604030
     0.20430000     0.66607007     0.66607001
     0.20440000     0.66609964     0.66609959
     0.20450000     0.66612909     0.66612904
     0.20460000     0.66615841     0.66615836
     0.20470000     0.66618761     0.66618755
     0.20480000     0.66621667     0.66621661
     0.20490000     0.66624560     0.66624554
     0.20500000     0.66627440     0.66627435
     0.20510000     0.66630308     0.66630302
     0.20520000     0.66633162     0.66633157
     0.20530000     0.66636004     0.66635999
     0.20540000     0.66638833     0.66638828
     0.20550000     0.66641649     0.66641644
     0.20560000     0.66644453     0.66644447
     0.20570000     0.66647243     0.66647238
     0.20580000     0.66650021     0.66650015
     0.20590000     0.66652786     0.66652780
     0.20600000     0.66655538     0.66655533
     0.20610000     0.66658278     0.66658272
     0.20620000     0.66661004     0.66660999
     0.20630000     0.66663719     0.66663713
     0.20640000     0.66666420     0.66666414
     0.20650000     0.66669108     0.66669103
     0.20660000     0.66671784     0.66671779
     0.20670000     0.66674448     0.66674442
     0.20680000     0.66677098     0.66677093
     0.20690000     0.66679736     0.66679731
     0.20700000     0.66682362     0.66682356
     0.20710000     0.66684974     0.66684969
     0.20720000     0.66687574     0.66687569
     0.20730000     0.66690162     0.66690156
     0.20740000     0.66692737     0.66692731
     0.20750000     0.66695299     0.66695294
     0.20760000     0.66697849     0.66697844
     0.20770000     0.66700386     0.66700381
     0.20780000     0.66702911     0.66702906
     0.20790000     0.66705423     0.66705418
     0.20800000     0.66707923     0.66707918
     0.20810000     0.66710410     0.66710405
     0.20820000     0.66712885     0.66712880
     0.20830000     0.66715347     0.66715342
     0.20840000     0.66717797     0.66717792
     0.20850000     0.66720235     0.66720229
     0.20860000     0.66722660     0.66722654
     0.20870000     0.66725072     0.66725066
     0.20880000     0.66727472     0.66727467
     0.20890000     0.66729860     0.66729854
     0.20900000     0.66732235     0.66732230
     0.20910000     0.66734598     0.66734593
     0.20920000     0.66736949     0.66736943
     0.20930000     0.66739287     0.66739282
     0.20940000     0.66741613     0.66741608
     0.20950000     0.66743927     0.66743921
     0.20960000     0.66746228     0.66746223
     0.20970000     0.66748517     0.66748512
     0.20980000     0.66750794     0.66750788
     0.20990000     0.66753058     0.66753053
     0.21000000     0.66755311     0.66755305
     0.21010000     0.66757551     0.66757545
     0.21020000     0.66759778     0.66759773
     0.21030000     0.66761994     0.66761988
     0.21040000     0.66764197     0.66764192
     0.21050000     0.66766388     0.66766383
     0.21060000     0.66768567     0.66768562
     0.21070000     0.66770734     0.66770728
     0.21080000     0.66772889     0.66772883
     0.21090000     0.66775031     0.66775025
     0.21100000     0.66777161     0.66777156
     0.21110000     0.66779279     0.66779274
     0.21120000     0.66781386     0.66781380
     0.21130000     0.66783480     0.66783474
     0.21140000     0.66785561     0.66785556
     0.21150000     0.66787631     0.66787626
     0.21160000     0.66789689     0.66789683
     0.21170000     0.66791735     0.66791729
     0.21180000     0.66793768     0.66793763
     0.21190000     0.66795790     0.66795784
     0.21200000     0.66797800     0.66797794
     0.21210000     0.66799797     0.66799792
     0.21220000     0.66801783     0.66801777
     0.21230000     0.66803757     0.66803751
     0.21240000     0.66805718     0.66805713
     0.21250000     0.66807668     0.66807662
     0.21260000     0.66809606     0.66809600
     0.21270000     0.66811532     0.66811526
     0.21280000     0.66813445     0.66813440
     0.21290000     0.66815348     0.66815342
     0.21300000     0.66817238     0.66817232
     0.21310000     0.66819116     0.66819110
     0.21320000     0.66820982     0.66820977
     0.21330000     0.66822837     0.66822831
     0.21340000     0.66824679     0.66824674
     0.21350000     0.66826510     0.66826505
     0.21360000     0.66828329     0.66828324
     0.21370000     0.66830136     0.66830131
     0.21380000     0.66831932     0.66831926
     0.21390000     0.66833715     0.66833710
     0.21400000     0.66835487     0.66835482
